Ministerio da Saude,86289658
Ministerio da Infraestrutura,75119243
"Ministerio da Agricultura, Pecu�ria e Abastecimento",74980036
Ministerio da economia,61162319
Ministerio das Rela�oes Exteriores,58276710
Ministerio da Sa�de,52091275
"Ministerio da Agricultura, Pecuaria e Abastecimento",40887076
Presidencia da Republica,32228939
