16826937,Brasil,Amazonas,3008592
14851262,Brasil,Mato Grosso,2647580
16826937,Brasil,Distrito Federal,2477664
16827301,Brasil,Distrito Federal,2404226
16826937,Brasil,Parana,1946736
15819057,Brasil,Distrito Federal,1719036
16810671,Brasil,Para,1714014
16823223,Brasil,Para,1675414
16827301,Brasil,Parana,1529962
14593606,Brasil,Distrito Federal,1514585
